,A,AG,AL,AU,B,BU,C,CF,CS,CU,CY,FG,FU,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,RB,RM,RU,SN,SR,TA,V,Y,ZC,ZN
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,0.0031995264137114,0.0086255745136309,-0.0013934854554955,-0.0034426426568452,-0.0014976465554129,,0.0002725315455265,0.0114260717410324,,0.0014878738282994,,9.246417013414664e-05,,,,-0.0128019148473199,,-0.0024898281411308,0.0197462380725684,,,-0.0141461726817843,-0.0007256201187726,-0.0023606557377049,,-0.0006652917304238,0.0357933682764805,-0.0103312830746301,,0.0128387847692344,0.0095692298163576,-0.0003971405877681,0.0012709009615972,,-0.00338332902336
2013-01-08,-0.0001685985247629,0.0026113191843529,-0.0020713413570556,0.004631094377828,-0.0011999142918363,,0.0058578317848675,-0.0024047194782278,,-0.0002628481309212,,0.0125277366863904,,,,0.0102494397707651,,-0.0163764763180322,0.0032273123997807,,,-0.0011203952430448,-0.019032695725287,-0.0074930984619429,,0.0007822381998535,0.0107430859988093,0.0055130872012149,,-0.0013367886584034,-0.0041411042944785,-0.000347636074692,-0.0082733097826917,,-0.003912632212572
2013-01-09,-0.0007728735438358,-0.0059042658061035,-2.1848849658105244e-05,-0.0037889673144983,-0.0013729780752562,,-0.0064738068151035,0.0020463374028858,,-0.0008344764517603,,0.0134684746381773,,,,-0.0105090909090909,,-0.0025994924800396,-0.0034192530247237,,,0.0038919970810021,0.0001753189831498,0.0016556291390728,,-0.0037418303370973,-0.0024898931755507,-0.0027668134685434,,-0.0010098044971526,-0.0101647928538426,0.0024839783397087,-0.0018812644564379,,-0.0009927914706262
2013-01-10,0.0014766271024357,0.0162000793302853,0.0025782205908058,0.011898152447301,-0.0032223415682062,,0.0001363177840179,0.0012633692153265,,0.0102165730433488,,-0.0122533561582123,,,,-0.0006614971886369,,0.0017685386286068,-0.0078161479586658,,,0.0063807446894435,-0.0167302898099096,0.0049586776859504,,0.0067272059559977,-0.0059316120027914,0.0069744059664261,,-0.001433961377073,0.0038120429438306,-0.0019822587838841,-0.0058398220244715,,0.009872969236087
2013-01-11,0.0111777344024265,-0.0100458121905622,-0.0031817983698732,-0.005970895302362,0.0060344827586206,,-0.0012539526769163,0.005306369371705,,-0.00841449603624,,-0.0140928577943992,,,,-0.0276909498768064,,-0.0149286090376933,0.0225077754133246,,,0.0027019796682717,-0.0030107952857283,-0.0006578947368421,,-0.0266792684342303,0.021006021006021,-0.0230532981130167,,-0.0115941005449816,-0.0178563124854685,-0.0096330503004121,-0.0026262626262625,,-0.0098834099903733
2013-01-14,0.0042216945104083,0.0167157798622063,-0.0015522518583296,0.0026969532089421,-0.0023564695801199,,-0.0021835253015994,-0.0006361541900209,,-0.0033692337562959,,0.0550030068927233,,,,0.0361195158850226,,0.0048420059739035,0.0148283038501561,,,0.0030148608628373,0.0054834800230465,-0.0052666227781435,,0.0234241908006813,0.0132222662964432,0.0060804429667385,,-0.0090863621207069,0.0068494231649385,0.0028578591125595,0.0074944298156775,,-0.0033489618218351
2013-01-15,-0.0038305698837001,0.0122261116270525,-0.0033501937857189,0.0092836741330472,0.0025767661584711,,-0.0012582745226762,0.0044559139784945,,-0.0044005408998189,,-0.0116635972989564,,,,-0.0115714546450081,,-0.0014080540692762,-0.0030958531343048,,,-0.0002925998829601,0.0007310952597364,-0.0092653871608206,,-0.0132001664585934,0.0068119535429986,-0.0167937557061478,,-0.0024516578735472,-0.0140758969857517,-0.0052994700529946,0.0023506851009866,,-0.0091267776621575
2013-01-16,0.0044977511244378,-0.0013106820587789,-0.0019992969505229,-0.0020477285740628,-0.0029985007496251,,0.0002464943032427,0.0048814743765415,,-0.0008057275719974,,0.000709849157054,,,,-0.0057242041509713,,0.0032587579118881,0.015289975472743,,,-0.0004922438336481,0.0081348971290921,0.0033400133600534,,-0.0053304544381093,0.0115615927001245,0.0031650122284563,,0.0019034997891692,0.00244836960842,-0.0014073180538801,0.0048137748017404,,0.00170652197694
2013-01-17,-0.0050995024875622,0.0043914996718994,0.0016290588882774,0.0035242633472724,-0.0021482277121374,,-0.002026231483256,-3.408955325628056e-05,,0.0052184130494885,,0.0086008157474729,,,,0.0218400624001783,,0.004591167468299,-0.0097215998753142,,,-0.002688708754276,-0.0152179873868933,-0.004614370468029,,0.0111420140419903,-0.0083542616985291,0.0098953104832927,,-0.004545290573933,0.0094206461231026,0.0023656130461041,-0.0048828424899425,,0.0083651851042918
