,A_open,A_close,A_openlast,A_closenext,AG_open,AG_close,AG_openlast,AG_closenext,AL_open,AL_close,AL_openlast,AL_closenext,AU_open,AU_close,AU_openlast,AU_closenext,B_open,B_close,B_openlast,B_closenext,BU_open,BU_close,BU_openlast,BU_closenext,C_open,C_close,C_openlast,C_closenext,CF_open,CF_close,CF_openlast,CF_closenext,CS_open,CS_close,CS_openlast,CS_closenext,CU_open,CU_close,CU_openlast,CU_closenext,CY_open,CY_close,CY_openlast,CY_closenext,FG_open,FG_close,FG_openlast,FG_closenext,FU_open,FU_close,FU_openlast,FU_closenext,HC_open,HC_close,HC_openlast,HC_closenext,I_open,I_close,I_openlast,I_closenext,J_open,J_close,J_openlast,J_closenext,JM_open,JM_close,JM_openlast,JM_closenext,L_open,L_close,L_openlast,L_closenext,M_open,M_close,M_openlast,M_closenext,MA_open,MA_close,MA_openlast,MA_closenext,NI_open,NI_close,NI_openlast,NI_closenext,OI_open,OI_close,OI_openlast,OI_closenext,P_open,P_close,P_openlast,P_closenext,PB_open,PB_close,PB_openlast,PB_closenext,PP_open,PP_close,PP_openlast,PP_closenext,RB_open,RB_close,RB_openlast,RB_closenext,RM_open,RM_close,RM_openlast,RM_closenext,RU_open,RU_close,RU_openlast,RU_closenext,SN_open,SN_close,SN_openlast,SN_closenext,SR_open,SR_close,SR_openlast,SR_closenext,TA_open,TA_close,TA_openlast,TA_closenext,V_open,V_close,V_openlast,V_closenext,Y_open,Y_close,Y_openlast,Y_closenext,ZC_open,ZC_close,ZC_openlast,ZC_closenext,ZN_open,ZN_close,ZN_openlast,ZN_closenext
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,4729.866666666667,4730.266666666666,,,6353.2,6388.6,,,15309.333333333334,15271.0,,,338.306,338.61733333333336,,,4674.0,4667.0,,,,,,,2446.2,2444.9333333333334,,,19050.0,19225.0,,,,,,,58248.66666666666,58189.333333333336,,,,,,,1442.0,1451.7333333333331,,,,,,,,,,,,,,,1838.2666666666669,1812.6666666666667,,,,,,,10978.0,10922.333333333334,,,3220.866666666667,3265.6,,,,,,,,,,,10019.2,9882.8,,,6982.533333333334,6965.066666666667,,,15250.0,15170.0,,,,,,,4008.266666666667,4000.6666666666665,,,2378.4666666666667,2456.6,,,26392.33333333333,26056.33333333333,,,,,,,5613.2,5660.4,,,8610.933333333332,8681.733333333334,,,6714.666666666667,6702.666666666667,,,8707.733333333334,8686.133333333333,,,,,,,15468.0,15380.0,,15461.0
2013-01-08,4745.0,4739.0,,,6408.0,6364.8,,,15288.0,15245.666666666666,,,337.1413333333333,336.50266666666664,,,4667.0,4664.0,,,,,,,2446.866666666667,2457.266666666667,,,19267.666666666668,19228.0,,,,,,,58335.333333333336,58304.66666666666,,,,,,,1442.1333333333334,1454.5333333333333,,,,,,,,,,,,,,,1814.733333333333,1827.1333333333328,,,,,,,10950.666666666666,10771.666666666666,,,3284.4666666666667,3291.8,,,,,,,,,,,9877.466666666667,9854.0,,,6977.466666666666,6836.666666666667,,,15214.0,15122.666666666666,,,,,,,4005.6,4010.0666666666666,,,2463.6,2481.4666666666667,,,26119.666666666668,26179.666666666668,,,,,,,5685.266666666666,5699.266666666666,,,8693.333333333334,8674.0,,,6712.0,6684.666666666667,,,8718.8,8662.133333333333,,,,,,,15505.333333333334,15409.333333333334,15415.666666666666,
2013-01-09,4744.2,4736.733333333334,,,6424.733333333334,6426.533333333334,,,15256.333333333334,15250.0,,,338.70266666666674,339.2573333333333,,,4661.4,4655.0,,,,,,,2461.2,2443.0666666666666,,,19221.33333333333,19258.666666666668,,,,,,,58320.0,58305.333333333336,,,,,,,1460.2,1470.0,,,,,,,,,,,,,,,1833.3333333333333,1812.6666666666667,,,,,,,10771.333333333334,10725.0,,,3295.0666666666666,3274.2,,,,,,,,,,,9866.4,9885.6,,,6844.666666666667,6812.933333333333,,,15100.0,15125.0,,,,,,,4008.733333333333,3992.533333333333,,,2490.0666666666666,2478.0666666666666,,,26263.666666666668,26038.0,,,,,,,5677.666666666667,5647.6,,,8657.333333333334,8573.066666666668,,,6709.666666666667,6707.666666666667,,,8646.666666666666,8605.466666666667,,,,,,,15444.666666666666,15417.0,,
2013-01-10,4740.533333333334,4747.933333333333,,,6386.8,6423.666666666667,,,15256.0,15271.333333333334,,,337.4193333333333,338.786,,,4655.0,4640.0,,,,,,,2445.266666666667,2444.8,,,19260.666666666668,19263.0,,,,,,,58271.333333333336,58747.333333333336,,,,,,,1479.8666666666666,1459.8,,,,,,,,,,,,,,,1814.0666666666664,1809.0666666666664,,,,,,,10743.333333333334,10731.333333333334,,,3283.8,3266.4,,,,,,,,,,,9904.8,9979.466666666667,,,6845.866666666667,6734.266666666666,,,15125.0,15184.0,,,,,,,3993.733333333333,4017.866666666667,,,2483.866666666667,2466.133333333333,,,26191.0,26206.666666666668,,,,,,,5671.933333333333,5658.666666666667,,,8569.333333333334,8567.466666666667,,,6726.333333333333,6700.333333333333,,,8630.4,8570.666666666666,,,,,,,15429.333333333334,15520.333333333334,,
2013-01-11,4747.533333333334,4758.8,,,6490.266666666666,6468.4,,,15295.333333333334,15260.0,,,341.434,341.46133333333336,,,4640.0,4668.0,,,,,,,2445.6,2440.133333333333,,,19285.0,19319.0,,,,,,,58866.66666666666,58466.0,,,,,,,1461.7333333333331,1438.4,,,,,,,,,,,,,,,1812.8666666666663,1767.5333333333333,,,,,,,10762.333333333334,10591.333333333334,,,3258.133333333333,3258.133333333333,,,,,,,,,,,9968.0,9941.733333333334,,,6731.333333333333,6658.533333333334,,,15200.0,15184.0,,,,,,,4020.6,3925.8,,,2469.133333333333,2509.6,,,26373.666666666668,25803.33333333333,,,,,,,5663.8,5588.4,,,8602.0,8445.2,,,6713.0,6649.0,,,8580.0,8508.533333333333,,,,,,,15581.666666666666,15472.333333333334,,
2013-01-14,4800.6,4807.266666666666,,,6425.066666666667,6475.8,,,15246.666666666666,15239.0,,,339.3953333333333,340.2393333333333,,,4668.0,4665.8,,,,,,,2442.5333333333333,2433.6666666666665,,,19387.33333333333,19375.666666666668,,,,,,,58371.333333333336,58554.0,,,,,,,1441.1333333333334,1502.0,,,,,,,,,,,,,,,1762.6666666666667,1829.2666666666669,,,,,,,10601.666666666666,10659.333333333334,,,3331.4666666666667,3361.733333333333,,,,,,,,,,,9994.933333333332,9994.8,,,6711.066666666667,6704.666666666667,,,15190.0,15112.0,,,,,,,3913.3333333333335,4005.533333333333,,,2521.0,2542.0,,,25765.666666666668,25869.666666666668,,,,,,,5598.133333333333,5579.133333333333,,,8448.4,8528.133333333333,,,6648.333333333333,6667.666666666667,,,8557.466666666667,8534.4,,,,,,,15427.666666666666,15459.333333333334,,
2013-01-15,4820.866666666667,4797.066666666667,,,6532.466666666666,6556.733333333334,,,15223.0,15139.666666666666,,,340.31066666666663,341.1573333333334,,,4657.0,4669.0,,,,,,,2437.2,2433.733333333333,,,19375.0,19394.33333333333,,,,,,,58174.66666666666,57711.333333333336,,,,,,,1520.4,1496.4666666666667,,,,,,,,,,,,,,,1826.3333333333333,1809.2,,,,,,,10653.0,10652.333333333334,,,3380.866666666667,3368.133333333333,,,,,,,,,,,10025.066666666668,9993.866666666669,,,6747.866666666667,6723.866666666667,,,15110.0,14970.0,,,,,,,4005.0,3980.266666666667,,,2554.333333333333,2564.4666666666667,,,25922.33333333333,25524.0,,,,,,,5547.266666666666,5539.666666666667,,,8506.266666666666,8383.733333333334,,,6667.333333333333,6643.0,,,8621.6,8589.066666666668,,,,,,,15376.0,15175.0,,
2013-01-16,4802.4,4813.8,,,6612.333333333333,6601.466666666666,,,15172.0,15151.333333333334,,,343.47,343.468,,,4669.0,4655.0,,,,,,,2434.133333333333,2434.333333333333,,,19461.33333333333,19541.666666666668,,,,,,,57918.66666666666,58039.333333333336,,,,,,,1502.6666666666667,1500.5333333333333,,,,,,,,,,,,,,,1805.2,1787.0666666666666,,,,,,,10638.0,10643.666666666666,,,3370.4,3406.866666666667,,,,,,,,,,,10022.133333333331,9987.2,,,6752.8,6777.2,,,14970.0,15016.0,,15171.666666666666,,,,,3952.133333333333,3936.866666666667,,,2571.733333333333,2587.9333333333334,,,25487.0,25497.33333333333,,,,,,,5533.666666666667,5547.733333333334,,,8386.533333333333,8389.333333333334,,,6632.0,6616.333333333333,,,8641.866666666667,8644.266666666666,,,,,,,15235.666666666666,15257.666666666666,,
2013-01-17,4824.0,4792.066666666667,,,6603.666666666667,6580.0,,,15141.666666666666,15151.0,,,342.76666666666665,342.4126666666667,,,4655.0,4645.0,,,,,,,2434.733333333333,2430.4666666666667,,,19556.33333333333,19547.666666666668,,,,,,,57872.0,57740.0,,,,,,,1503.7333333333331,1504.6666666666667,,,,,,,,,,,,,,,1794.8666666666666,1817.8,,,,,,,10672.666666666666,10654.666666666666,,,3421.9333333333334,3379.0,,,,,,,,,,,10017.2,9971.333333333334,,,6807.733333333334,6706.133333333333,,,15170.0,15100.0,15020.0,,,,,,3931.0666666666666,3945.466666666666,,,2601.4666666666667,2570.2,,,25567.666666666668,25552.666666666668,,,,,,,5544.2,5509.8,,,8407.066666666668,8420.0,,,6622.666666666667,6617.666666666667,,,8683.466666666667,8622.933333333332,,,,,,,15261.666666666666,15244.0,,
2013-01-18,4799.4,4815.266666666666,,,6632.666666666667,6658.666666666667,,,15166.333333333334,15187.666666666666,,,343.97466666666674,344.28866666666664,,,4645.0,4645.0,,,,,,,2429.8,2434.6,,,19555.666666666668,19592.0,,,,,,,58174.0,58410.0,,,,,,,1516.6666666666667,1496.1333333333334,,,,,,,,,,,,,,,1834.0666666666664,1856.3333333333333,,,,,,,10721.666666666666,10771.333333333334,,,3388.6666666666665,3376.9333333333334,,,,,,,,,,,9990.266666666666,9986.933333333332,,,6704.133333333333,6744.4,,,15100.0,15188.0,,,,,,,3974.866666666667,3981.0,,,2579.733333333333,2578.2,,,25820.666666666668,25949.33333333333,,,,,,,5519.0,5527.0,,,8486.266666666666,8553.866666666667,,,6638.333333333333,6677.0,,,8641.066666666668,8678.8,,,,,,,15389.333333333334,15418.0,,
2013-01-21,4820.933333333333,4825.6,,,6679.266666666666,6658.133333333333,,,15199.333333333334,15161.333333333334,,,343.9533333333333,344.182,,,4645.0,4631.0,,,,,,,2434.8,2427.266666666667,,,19576.666666666668,19478.666666666668,,,,,,,58293.333333333336,58204.0,,,,,,,1488.4,1500.9333333333334,,,,,,,,,,,,,,,1863.6666666666667,1865.8666666666663,,,,,,,10753.333333333334,10709.666666666666,,,3382.2,3388.0666666666666,,,,,,,,,,,9992.8,10016.933333333332,,,6756.933333333333,6751.066666666667,,,15206.0,15140.0,,,,,,,3980.6,3967.0666666666666,,,2572.2,2570.733333333333,,,25835.0,25734.33333333333,,,,,,,5513.6,5455.666666666667,,,8554.266666666666,8497.2,,,6690.666666666667,6669.0,,,8700.0,8707.2,,,,,,,15428.666666666666,15364.666666666666,,
2013-01-22,4833.266666666666,4843.6,,,6674.4,6691.666666666667,,,15169.333333333334,15170.666666666666,,,344.27466666666663,345.2606666666667,,,4627.0,4627.0,,,,,,,2428.133333333333,2427.0666666666666,,,19471.33333333333,19512.666666666668,,,,,,,58319.333333333336,58696.66666666666,,,,,,,1503.2666666666669,1488.5333333333333,,,,,,,,,,,,,,,1867.6,1868.9333333333327,,,,,,,10712.333333333334,10752.666666666666,,,3398.5333333333333,3426.133333333333,,,,,,,,,,,10019.6,10019.066666666668,,,6765.066666666667,6812.266666666666,,,15140.0,15226.666666666666,,,,,,,3967.266666666667,3987.2,,,2579.8,2589.2,,,25803.0,26119.0,,,,,,,5465.066666666667,5458.066666666667,,,8507.066666666668,8447.6,,,6671.333333333333,6673.333333333333,,,8731.866666666667,8746.133333333333,,8842.8,,,,,15387.333333333334,15486.333333333334,,
2013-01-23,4842.266666666666,4834.533333333334,,,6703.666666666667,6686.4,,,15181.0,15157.333333333334,,,345.13533333333334,344.7373333333333,,,4627.0,4627.0,,,,,,,2426.333333333333,2426.4666666666667,,,19569.0,19724.0,,,,,,,58699.333333333336,58573.333333333336,,,,,,,1492.0,1481.3333333333333,,,,,,,,,,,,,,,1872.1333333333328,1880.2666666666669,,,,,,,10785.666666666666,10772.333333333334,,,3427.9333333333334,3431.4,,,,,,,,,,,10029.333333333334,10014.133333333331,,,6834.0,6831.066666666667,,,15250.0,15241.0,,,,,,,3989.866666666667,4049.266666666667,,,2597.0666666666666,2575.5333333333333,,,26181.33333333333,26080.33333333333,,,,,,,5432.2,5398.733333333334,,5421.666666666667,8458.533333333333,8450.4,,,6678.0,6675.333333333333,,,8860.933333333332,8847.333333333334,8760.933333333332,,,,,,15524.666666666666,15540.0,,
2013-01-24,4823.4,4816.8,,,6646.133333333333,6600.066666666667,,,15138.666666666666,15129.0,,,342.2126666666666,341.66066666666666,,,4627.0,4619.0,,,,,,,2423.9333333333334,2416.866666666667,,,19767.0,19775.0,,,,,,,58512.0,58427.333333333336,,,,,,,1483.8,1466.4666666666667,,,,,,,,,,,,,,,1874.1333333333328,1864.8666666666663,,,,,,,10735.0,10698.333333333334,,,3403.0666666666666,3360.5333333333333,,,,,,,,,,,9970.4,9889.733333333334,,,6785.333333333333,6718.533333333334,,,15255.0,15212.0,,,,,,,4052.933333333333,4034.6,,,2558.8,2494.4,,,26065.33333333333,25650.33333333333,,,,,,,5442.533333333334,5436.333333333333,5420.666666666667,,8437.733333333334,8491.333333333334,,,6668.0,6671.0,,,8779.333333333334,8686.4,,,,,,,15506.333333333334,15466.666666666666,,
2013-01-25,4828.933333333333,4833.533333333334,,,6542.066666666667,6575.8,,,15129.333333333334,15134.666666666666,,,339.02933333333334,340.074,,,4604.0,4604.0,,,,,,,2416.2,2419.5333333333333,,,19892.0,19869.33333333333,,,,,,,58521.333333333336,58654.0,,58852.66666666666,,,,,1467.2666666666669,1467.6666666666667,,,,,,,,,,,,,,,1868.8,1874.8666666666663,,,,,,,10722.0,10750.333333333334,,,3379.4666666666667,3386.133333333333,,,,,,,,,,,9933.333333333334,9931.6,,,6742.4,6726.666666666667,,,15250.0,15343.0,,,,,,,4042.2,4081.466666666666,,,2502.9333333333334,2507.6666666666665,,,25719.33333333333,25622.666666666668,,,,,,,5424.8,5412.733333333334,,,8526.8,8542.0,,,6676.666666666667,6688.333333333333,,,8742.266666666666,8731.866666666667,,,,,,,15540.0,15617.333333333334,,
2013-01-28,4841.8,4851.533333333334,,,6493.866666666667,6504.866666666667,,,15102.333333333334,15079.0,,,337.9746666666667,338.43266666666665,,,4604.0,4604.0,,,,,,,2418.0666666666666,2421.8,,,19800.0,19873.33333333333,,,,,,,58573.333333333336,58619.333333333336,58400.66666666666,,,,,,1471.0666666666666,1490.2,,,,,,,,,,,,,,,1867.8,1871.1333333333328,,,,,,,10750.0,10880.666666666666,,,3418.2,3429.866666666667,,,,,,,,,,,9931.2,9941.333333333334,,,6721.866666666667,6725.066666666667,,,15340.0,15249.0,,,,,,,4070.933333333333,4071.2,,,2518.0666666666666,2515.6,,,25569.666666666668,25632.33333333333,,,,,,,5365.466666666666,5326.2,,,8520.533333333333,8625.466666666667,,,6688.333333333333,6707.333333333333,,,8749.6,8745.866666666667,,,,,,,15584.666666666666,15582.0,,
2013-01-29,4854.066666666667,4848.4,,,6478.466666666666,6510.2,,,15063.666666666666,15077.666666666666,,,338.128,338.9506666666667,,,4604.0,4604.0,,,,,,,2420.866666666667,2422.4666666666667,,,19916.0,20416.666666666668,,,,,,,58684.66666666666,58876.66666666666,,,,,,,1490.0,1489.5333333333333,,1580.2666666666669,,,,,,,,,,,,,1868.2,1886.3333333333333,,,,,,,10892.666666666666,10982.0,,,3423.9333333333334,3419.4666666666667,,,,,,,,,,,9945.066666666668,9944.0,,,6715.866666666667,6703.066666666667,,,15245.0,15280.333333333334,,,,,,,4052.466666666666,4070.6666666666665,,,2521.6666666666665,2516.6,,,25607.666666666668,25962.0,,,,,,,5340.333333333333,5342.933333333333,,,8614.8,8649.866666666667,,,6715.0,6712.333333333333,,,8718.533333333333,8686.0,,,,,,,15589.666666666666,15636.333333333334,,15742.0
2013-01-30,4848.8,4864.666666666667,,,6538.066666666667,6537.866666666667,,,15085.666666666666,15117.666666666666,,,339.0673333333333,339.52400000000006,,,4604.0,4631.266666666666,,,,,,,2420.133333333333,2423.9333333333334,,,20359.666666666668,20375.666666666668,,20345.666666666668,,,,,58945.333333333336,59254.0,,,,,,,1586.0666666666666,1580.8666666666666,1492.4,,,,,,,,,,,,,,1893.4,1886.9333333333327,,,,,,,11032.666666666666,11018.333333333334,,,3426.2,3485.8,,,,,,,,,,,9940.0,9981.6,,,6701.2,6751.466666666666,,,15280.0,15349.333333333334,,,,,,,4084.533333333333,4115.133333333333,,,2519.2,2533.0,,,26103.33333333333,26176.33333333333,,,,,,,5328.4,5372.866666666667,,,8670.533333333333,8676.533333333333,,,6729.666666666667,6743.0,,,8673.2,8740.0,,,,,,,15766.0,15934.333333333334,15661.333333333334,
2013-01-31,4881.6,4855.466666666666,,,6642.533333333334,6661.266666666666,,,15141.333333333334,15147.333333333334,,,341.62933333333336,341.3806666666667,,,4635.2,4635.0,,,,,,,2424.6666666666665,2425.0,,,20314.0,20274.0,20367.33333333333,,,,,,59608.0,59691.333333333336,,,,,,,1581.0,1585.9333333333334,,,,,,,,,,,,,,,1886.8,1900.0666666666664,,,,,,,11034.0,11070.666666666666,,,3519.4666666666667,3511.266666666667,,,,,,,,,,,10022.0,9997.066666666668,,,6793.2,6834.266666666666,,,15392.0,15428.333333333334,,,,,,,4119.066666666667,4124.533333333334,,,2546.266666666667,2535.8,,,26239.666666666668,26269.33333333333,,,,,,,5399.133333333333,5436.2,,,8688.8,8659.333333333334,,,6745.666666666667,6732.666666666667,,,8805.866666666667,8818.8,,,,,,,16036.333333333334,16148.333333333334,,
