,A,AG,AL,AU,B,BU,C,CF,CS,CU,CY,FG,FU,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,RB,RM,RU,SN,SR,TA,V,Y,ZC,ZN
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,4741.0,6393.0,15295.0,338.78,4673.0,,2444.0,19170.0,,58270.0,,1448.0,,,,1831.0,,11035.0,3253.0,,,9938.0,6978.0,15190.0,,4015.0,2438.0,26245.0,,5648.0,8676.0,6720.0,8710.0,,15445.0
2013-01-08,4729.0,6382.0,15260.0,336.63,4661.0,,2451.0,19250.0,,58320.0,,1450.0,,,,1822.0,,10860.0,3279.0,,,9866.0,6886.0,15150.0,,3998.0,2478.0,26100.0,,5691.0,8684.0,6695.0,8680.0,,15465.0
2013-01-09,4743.0,6420.0,15255.0,338.91,4653.0,,2452.0,19295.0,,58260.0,,1461.0,,,,1816.0,,10715.0,3299.0,,,9870.0,6828.0,15110.0,,3990.0,2498.0,26110.0,,5659.0,8598.0,6690.0,8618.0,,15430.0
2013-01-10,4744.0,6403.0,15255.0,338.12,4640.0,,2443.0,19260.0,,58500.0,,1468.0,,,,1810.0,,10730.0,3273.0,,,10004.0,6810.0,15155.0,,4012.0,2474.0,26165.0,,5664.0,8570.0,6710.0,8622.0,,15465.0
2013-01-11,4764.0,6489.0,15275.0,341.45,4659.0,,2442.0,19300.0,,58660.0,,1444.0,,,,1787.0,,10660.0,3261.0,,,9974.0,6704.0,15180.0,,3966.0,2508.0,26160.0,,5611.0,8514.0,6675.0,8542.0,,15530.0
2013-01-14,4797.0,6457.0,15240.0,339.85,4660.0,,2434.0,19380.0,,58480.0,,1468.0,,,,1810.0,,10640.0,3338.0,,,10002.0,6702.0,15105.0,,3972.0,2528.0,25805.0,,5581.0,8504.0,6655.0,8550.0,,15415.0
2013-01-15,4800.0,6551.0,15160.0,340.9,4669.0,,2434.0,19435.0,,58030.0,,1505.0,,,,1815.0,,10685.0,3377.0,,,10026.0,6750.0,15005.0,,3988.0,2584.0,25745.0,,5546.0,8440.0,6660.0,8620.0,,15280.0
2013-01-16,4807.0,6601.0,15155.0,343.16,4655.0,,2433.0,19495.0,,57990.0,,1490.0,,,,1792.0,,10665.0,3384.0,,,9990.0,6776.0,15015.0,,3935.0,2572.0,25475.0,,5554.0,8398.0,6615.0,8646.0,,15245.0
2013-01-17,4810.0,6580.0,15135.0,342.29,4649.0,,2428.0,19545.0,,57720.0,,1500.0,,,,1794.0,,10655.0,3408.0,,,9986.0,6750.0,15090.0,,3925.0,2584.0,25535.0,,5523.0,8410.0,6615.0,8652.0,,15240.0
2013-01-18,4805.0,6644.0,15175.0,344.16,4637.0,,2433.0,19570.0,,58270.0,,1503.0,,,,1834.0,,10735.0,3384.0,,,9976.0,6700.0,15175.0,,3970.0,2585.0,25870.0,,5527.0,8530.0,6665.0,8638.0,,15385.0
2013-01-21,4834.0,6677.0,15180.0,344.11,4627.0,,2430.0,19530.0,,58260.0,,1502.0,,,,1876.0,,10740.0,3392.0,,,10002.0,6748.0,15205.0,,3990.0,2576.0,25780.0,,5487.0,8530.0,6675.0,8706.0,,15385.0
2013-01-22,4835.0,6682.0,15165.0,344.73,4627.0,,2427.0,19485.0,,58560.0,,1494.0,,,,1862.0,,10735.0,3407.0,,,10026.0,6788.0,15215.0,,3968.0,2586.0,26065.0,,5453.0,8452.0,6665.0,8736.0,,15450.0
2013-01-23,4836.0,6692.0,15160.0,344.84,4627.0,,2426.0,19705.0,,58570.0,,1482.0,,,,1871.0,,10765.0,3429.0,,,10018.0,6824.0,15210.0,,4006.0,2590.0,26090.0,,5418.0,8444.0,6670.0,8842.0,,15505.0
2013-01-24,4817.0,6626.0,15125.0,341.98,4604.0,,2419.0,19725.0,,58420.0,,1473.0,,,,1861.0,,10685.0,3377.0,,,9922.0,6748.0,15210.0,,4036.0,2518.0,25730.0,,5442.0,8412.0,6690.0,8726.0,,15470.0
2013-01-25,4840.0,6554.0,15130.0,339.45,4604.0,,2418.0,19900.0,,58630.0,,1466.0,,,,1872.0,,10745.0,3386.0,,,9930.0,6736.0,15300.0,,4060.0,2508.0,25705.0,,5425.0,8540.0,6685.0,8738.0,,15580.0
2013-01-28,4847.0,6499.0,15085.0,338.19,4604.0,,2418.0,19825.0,,58590.0,,1484.0,,,,1868.0,,10835.0,3421.0,,,9918.0,6708.0,15265.0,,4069.0,2507.0,25585.0,,5339.0,8576.0,6695.0,8724.0,,15590.0
2013-01-29,4848.0,6488.0,15065.0,338.4,4604.0,,2421.0,20205.0,,58690.0,,1488.0,,,,1882.0,,10940.0,3419.0,,,9952.0,6704.0,15260.0,,4061.0,2516.0,25825.0,,5345.0,8636.0,6705.0,8694.0,,15600.0
2013-01-30,4861.0,6541.0,15100.0,339.31,4632.0,,2422.0,20370.0,,59220.0,,1585.0,,,,1897.0,,11005.0,3464.0,,,9976.0,6734.0,15350.0,,4109.0,2529.0,26155.0,,5382.0,8660.0,6740.0,8716.0,,15905.0
2013-01-31,4862.0,6649.0,15135.0,341.53,4644.0,,2424.0,20315.0,,59560.0,,1589.0,,,,1889.0,,11060.0,3514.0,,,10002.0,6808.0,15410.0,,4114.0,2539.0,26235.0,,5426.0,8670.0,6735.0,8810.0,,16080.0
2013-02-01,4855.0,6543.0,15090.0,338.29,4644.0,,2423.0,20285.0,,59500.0,,1587.0,,,,1902.0,,11100.0,3496.0,,,9976.0,6846.0,15320.0,,4136.0,2500.0,26290.0,,5459.0,8688.0,6720.0,8830.0,,16035.0
2013-02-04,4847.0,6607.0,15120.0,340.05,4638.0,,2425.0,20190.0,,60050.0,,1627.0,,,,1919.0,,11380.0,3512.0,,,9998.0,6880.0,15410.0,,4201.0,2561.0,26770.0,,5457.0,8800.0,6765.0,8898.0,,16195.0
2013-02-05,4839.0,6607.0,15265.0,341.29,4602.0,,2413.0,20195.0,,59850.0,,1633.0,,,,1913.0,,11350.0,3518.0,,,9968.0,6832.0,15450.0,,4171.0,2591.0,26785.0,,5436.0,8796.0,6740.0,8850.0,,16045.0
2013-02-06,4838.0,6603.0,15255.0,340.62,4602.0,,2411.0,20150.0,,59890.0,,1638.0,,,,1908.0,,11375.0,3530.0,,,9952.0,6830.0,15430.0,,4118.0,2591.0,26775.0,,5452.0,8812.0,6710.0,8824.0,,16005.0
2013-02-07,4818.0,6615.0,15205.0,341.85,4602.0,,2407.0,19865.0,,59590.0,,1618.0,,,,2027.0,,11335.0,3513.0,,,9918.0,6774.0,15305.0,,4105.0,2573.0,26455.0,,5370.0,8814.0,6665.0,8756.0,,15865.0
2013-02-08,4834.0,6539.0,15210.0,340.49,4600.0,,2406.0,19750.0,,59730.0,,1628.0,,,,2027.0,,11575.0,3552.0,,,9928.0,6776.0,15355.0,,4128.0,2588.0,26490.0,,5375.0,8890.0,6640.0,8752.0,,15925.0
2013-02-18,4778.0,6268.0,15205.0,329.8,4534.0,,2395.0,19820.0,,59170.0,,1622.0,,,,1984.0,,11425.0,3480.0,,,9864.0,7052.0,15340.0,,4092.0,2553.0,26065.0,,5335.0,8896.0,6660.0,8652.0,,15820.0
2013-02-19,4783.0,6274.0,15115.0,329.76,4539.0,,2445.0,20025.0,,58890.0,,1609.0,,,,1968.0,,11260.0,3304.0,,,9914.0,7108.0,15305.0,,4191.0,2536.0,26135.0,,5348.0,8848.0,6655.0,8696.0,,15800.0
2013-02-20,4809.0,6204.0,15090.0,328.79,4552.0,,2448.0,20090.0,,58700.0,,1612.0,,,,1963.0,,11285.0,3344.0,,,9862.0,7138.0,15275.0,,4180.0,2552.0,25990.0,,5373.0,8812.0,6660.0,8754.0,,15900.0
2013-02-21,4792.0,5996.0,14935.0,319.92,4546.0,,2439.0,19840.0,,57610.0,,1566.0,,,,1902.0,,11055.0,3330.0,,,9796.0,7020.0,15060.0,,4095.0,2552.0,25100.0,,5372.0,8676.0,6605.0,8650.0,,15670.0
2013-02-22,4862.0,6041.0,14950.0,323.74,4595.0,,2449.0,19890.0,,57620.0,,1555.0,,,,1867.0,,11035.0,3418.0,,,9842.0,7048.0,15085.0,,4067.0,2600.0,25165.0,,5442.0,8572.0,6605.0,8698.0,,15695.0
2013-02-25,4800.0,6043.0,14855.0,323.94,4537.0,,2441.0,19830.0,,57250.0,,1559.0,,,,1844.0,,11045.0,3358.0,,,9702.0,6812.0,15010.0,,4026.0,2524.0,24735.0,,5452.0,8544.0,6580.0,8442.0,,15550.0
2013-02-26,4785.0,6075.0,14825.0,325.53,4543.0,,2435.0,19715.0,,57270.0,,1549.0,,,,1831.0,,10920.0,3356.0,,,9682.0,6768.0,15025.0,,3994.0,2510.0,24435.0,,5403.0,8466.0,6560.0,8382.0,,15575.0
2013-02-27,4739.0,6113.0,14850.0,328.57,4532.0,,2435.0,19730.0,,57600.0,,1555.0,,,,1834.0,,10820.0,3343.0,,,9672.0,6716.0,15030.0,,3982.0,2515.0,24480.0,,5385.0,8372.0,6540.0,8316.0,,15670.0
2013-02-28,4738.0,6085.0,14815.0,326.17,4535.0,,2437.0,19885.0,,57700.0,,1575.0,,,,1861.0,,10895.0,3358.0,,,9732.0,6674.0,15010.0,,4032.0,2507.0,24690.0,,5411.0,8424.0,6555.0,8310.0,,15655.0
2013-03-01,4740.0,5991.0,14670.0,323.13,4535.0,,2436.0,19860.0,,56910.0,,1565.0,,,,1827.0,,10865.0,3377.0,,,9682.0,6608.0,14840.0,,4006.0,2497.0,24035.0,,5422.0,8278.0,6545.0,8250.0,,15480.0
2013-03-04,4742.0,6025.0,14595.0,323.05,4518.0,,2426.0,20010.0,,56420.0,,1525.0,,,,1788.0,,10825.0,3376.0,,,9690.0,6638.0,14775.0,,3926.0,2497.0,23900.0,,5385.0,8110.0,6515.0,8316.0,,15340.0
2013-03-05,4768.0,6044.0,14635.0,322.88,4546.0,,2428.0,20245.0,,56820.0,,1520.0,,,,1793.0,,10825.0,3413.0,,,9708.0,6626.0,14765.0,,3921.0,2519.0,24270.0,,5416.0,8100.0,6530.0,8340.0,,15360.0
2013-03-06,4757.0,6066.0,14740.0,322.56,4546.0,,2433.0,20195.0,,56870.0,,1527.0,,,,1802.0,,10830.0,3395.0,,,9714.0,6622.0,14715.0,,3941.0,2499.0,24190.0,,5420.0,8212.0,6540.0,8338.0,,15315.0
2013-03-07,4763.0,6076.0,14815.0,323.06,4546.0,,2438.0,20185.0,,56410.0,,1515.0,,,,1775.0,,10620.0,3397.0,,,9704.0,6598.0,14650.0,,3934.0,2495.0,24030.0,,5393.0,8136.0,6520.0,8284.0,,15240.0
2013-03-08,4778.0,6043.0,14965.0,321.73,4505.0,,2441.0,20175.0,,56750.0,,1503.0,,,,1747.0,,10545.0,3421.0,,,9834.0,6624.0,14805.0,,3927.0,2502.0,24010.0,,5424.0,8124.0,6520.0,8322.0,,15330.0
2013-03-11,4767.0,6081.0,14925.0,322.33,4507.0,,2446.0,20170.0,,56680.0,,1497.0,,,,1740.0,,10550.0,3410.0,,,9808.0,6600.0,14765.0,,3906.0,2457.0,24170.0,,5435.0,8160.0,6510.0,8248.0,,15235.0
2013-03-12,4735.0,6069.0,14860.0,322.35,4507.0,,2444.0,20090.0,,56600.0,,1492.0,,,,1734.0,,10430.0,3363.0,,,9802.0,6546.0,14735.0,,3897.0,2427.0,23585.0,,5420.0,8072.0,6465.0,8190.0,,15215.0
2013-03-13,4715.0,6085.0,14900.0,324.04,4507.0,,2448.0,20240.0,,56920.0,,1459.0,,,,1721.0,,10330.0,3337.0,,,9758.0,6396.0,14780.0,,3854.0,2417.0,23110.0,,5423.0,8026.0,6435.0,8062.0,,15285.0
2013-03-14,4706.0,5996.0,14845.0,322.84,4507.0,,2445.0,20305.0,,56580.0,,1428.0,,,,1663.0,,10300.0,3283.0,,,9708.0,6290.0,14700.0,,3774.0,2428.0,22625.0,,5373.0,8016.0,6405.0,8022.0,,15220.0
2013-03-15,4758.0,6015.0,14840.0,323.78,4507.0,,2453.0,20445.0,,57010.0,,1445.0,,,,1670.0,,10505.0,3290.0,,,9740.0,6320.0,14745.0,,3832.0,2447.0,22950.0,,5406.0,8202.0,6445.0,8080.0,,15310.0
2013-03-18,4727.0,5972.0,14695.0,324.18,4445.0,,2455.0,20145.0,,55390.0,,1439.0,,,,1663.0,,10435.0,3204.0,,,9714.0,6294.0,14490.0,,3830.0,2421.0,22285.0,,5434.0,8162.0,6430.0,8048.0,,14895.0
2013-03-19,4728.0,6007.0,14675.0,325.25,4445.0,,2460.0,20180.0,,55040.0,,1445.0,,,,1671.0,,10585.0,3210.0,,,9730.0,6326.0,14515.0,,3832.0,2431.0,22455.0,,5420.0,8130.0,6465.0,8106.0,,14885.0
2013-03-20,4739.0,6008.0,14685.0,326.7,4445.0,,2457.0,20170.0,,55100.0,,1467.0,,,,1677.0,,10630.0,3236.0,,,9724.0,6328.0,14520.0,,3859.0,2423.0,22670.0,,5486.0,8072.0,6475.0,8084.0,,14905.0
2013-03-21,4766.0,6004.0,14745.0,325.82,4445.0,,2457.0,20145.0,,56030.0,,1484.0,,,,1705.0,,10670.0,3279.0,,,9740.0,6426.0,14585.0,,3903.0,2447.0,23020.0,,5515.0,8154.0,6475.0,8160.0,,15010.0
2013-03-22,4798.0,6044.0,14700.0,326.73,4445.0,,2460.0,20190.0,,55700.0,,1480.0,,,,1690.0,1254.0,10585.0,3276.0,,,9700.0,6406.0,14510.0,,3892.0,2433.0,22830.0,,5513.0,8024.0,6650.0,8112.0,,14945.0
2013-03-25,4840.0,5992.0,14735.0,325.96,4490.0,,2461.0,20140.0,,56080.0,,1486.0,,,,1687.0,1266.0,10590.0,3259.0,,,9736.0,6436.0,14565.0,,3907.0,2416.0,22975.0,,5476.0,7984.0,6660.0,8110.0,,15040.0
2013-03-26,4840.0,5982.0,14705.0,324.69,4481.0,,2459.0,20170.0,,55720.0,,1463.0,,,,1666.0,1265.0,10420.0,3270.0,,,9786.0,6366.0,14525.0,,3893.0,2416.0,22730.0,,5434.0,7892.0,6605.0,8090.0,,14970.0
2013-03-27,4823.0,5901.0,14665.0,323.74,4495.0,,2459.0,20275.0,,55640.0,,1458.0,,,,1662.0,1266.0,10455.0,3283.0,,,9782.0,6382.0,14480.0,,3898.0,2421.0,22770.0,,5426.0,7822.0,6615.0,8102.0,,14860.0
2013-03-28,4826.0,5937.0,14645.0,325.24,4513.0,,2469.0,20220.0,,55510.0,,1445.0,,,,1632.0,1263.0,10370.0,3296.0,,,9756.0,6328.0,14445.0,,3850.0,2403.0,22300.0,,5404.0,7788.0,6580.0,8070.0,,14840.0
2013-03-29,4785.0,5821.0,14600.0,322.86,4494.0,,2463.0,20315.0,,55030.0,,1432.0,,,,1590.0,1252.0,10430.0,3215.0,,,9712.0,6222.0,14385.0,,3813.0,2362.0,22025.0,,5366.0,7810.0,6590.0,7918.0,,14770.0
2013-04-01,4791.0,5784.0,14545.0,323.69,4412.0,,2447.0,20245.0,,54040.0,,1416.0,,,,1571.0,1215.0,10245.0,3208.0,,,9680.0,6172.0,14270.0,,3747.0,2342.0,21740.0,,5320.0,7688.0,6565.0,7860.0,,14640.0
2013-04-02,4777.0,5766.0,14570.0,324.11,4396.0,,2439.0,20280.0,,54270.0,,1411.0,,,,1588.0,1209.0,10240.0,3200.0,,,9646.0,6162.0,14350.0,,3738.0,2336.0,21425.0,,5322.0,7748.0,6545.0,7846.0,,14665.0
2013-04-03,4755.0,5567.0,14555.0,316.98,4350.0,,2432.0,20245.0,,54370.0,,1431.0,,,,1620.0,1221.0,10290.0,3138.0,,,9630.0,6238.0,14295.0,,3790.0,2320.0,21460.0,,5326.0,7872.0,6580.0,7860.0,,14560.0
2013-04-08,4755.0,5610.0,14605.0,318.87,4296.0,,2414.0,20225.0,,54320.0,,1429.0,,,,1615.0,1211.0,10155.0,3088.0,,,9610.0,6260.0,14280.0,,3806.0,2345.0,21485.0,,5367.0,7876.0,6605.0,7890.0,,14655.0
2013-04-09,4783.0,5643.0,14650.0,318.53,4300.0,,2403.0,20275.0,,54920.0,,1446.0,,,,1637.0,1223.0,10210.0,3124.0,,,9650.0,6332.0,14350.0,,3844.0,2355.0,21775.0,,5393.0,7932.0,6635.0,7952.0,,14825.0
2013-04-10,4799.0,5745.0,14675.0,320.39,4302.0,,2413.0,20315.0,,55250.0,,1438.0,,,,1622.0,1218.0,10245.0,3132.0,,,9640.0,6368.0,14465.0,,3841.0,2365.0,21865.0,,5388.0,8036.0,6670.0,7964.0,,14890.0
2013-04-11,4811.0,5666.0,14730.0,314.39,4299.0,,2417.0,20360.0,,55050.0,,1429.0,,,,1613.0,1214.0,10280.0,3110.0,,,9618.0,6338.0,14465.0,,3860.0,2365.0,21755.0,,5394.0,8066.0,6660.0,7898.0,,14840.0
2013-04-12,4809.0,5675.0,14715.0,314.67,4290.0,,2421.0,20275.0,,55090.0,,1420.0,,,,1598.0,1212.0,10160.0,3137.0,,,9604.0,6306.0,14420.0,,3830.0,2390.0,21430.0,,5363.0,8022.0,6620.0,7848.0,,14805.0
2013-04-15,4790.0,5334.0,14545.0,298.95,4254.0,,2409.0,20200.0,,53530.0,,1400.0,,,,1560.0,1181.0,9915.0,3119.0,,,9528.0,6190.0,14135.0,,3758.0,2413.0,20560.0,,5362.0,7804.0,6550.0,7706.0,,14505.0
2013-04-16,4793.0,4853.0,14505.0,275.63,4220.0,,2399.0,20115.0,,52520.0,,1387.0,,,,1539.0,1170.0,9795.0,3113.0,,,9436.0,6116.0,14035.0,,3720.0,2416.0,19730.0,,5330.0,7662.0,6485.0,7600.0,,14500.0
2013-04-17,4808.0,4812.0,14560.0,275.29,4220.0,,2403.0,20180.0,,52640.0,,1359.0,,,,1535.0,1163.0,9820.0,3156.0,,,9518.0,6144.0,14010.0,,3720.0,2421.0,19555.0,,5362.0,7700.0,6490.0,7660.0,,14605.0
2013-04-18,4803.0,4652.0,14450.0,271.48,4202.0,,2403.0,20185.0,,50530.0,,1343.0,,,,1511.0,1145.0,9575.0,3179.0,,,9508.0,6074.0,13610.0,,3643.0,2412.0,18780.0,,5356.0,7552.0,6450.0,7596.0,,14250.0
2013-04-19,4812.0,4760.0,14560.0,280.33,4206.0,,2404.0,19980.0,,50470.0,,1362.0,,,,1536.0,1158.0,9755.0,3208.0,,,9556.0,6130.0,13740.0,,3669.0,2413.0,19030.0,,5333.0,7638.0,6510.0,7634.0,,14475.0
2013-04-22,4782.0,4759.0,14535.0,283.55,4183.0,,2385.0,19960.0,,49730.0,,1368.0,,,,1530.0,1150.0,9785.0,3163.0,,,9536.0,6012.0,13760.0,,3671.0,2413.0,18960.0,,5251.0,7716.0,6505.0,7484.0,,14545.0
2013-04-23,4786.0,4653.0,14535.0,284.49,4154.0,,2369.0,19900.0,,49130.0,,1343.0,,,,1507.0,1139.0,9715.0,3144.0,,,9612.0,5998.0,13680.0,,3616.0,2398.0,18570.0,,5177.0,7678.0,6475.0,7412.0,,14495.0
2013-04-24,4761.0,4648.0,14560.0,285.7,4077.0,,2373.0,19890.0,,49950.0,,1335.0,,,,1503.0,1141.0,9750.0,3123.0,,,9692.0,5976.0,13805.0,,3617.0,2356.0,18785.0,,5132.0,7644.0,6500.0,7360.0,,14555.0
2013-04-25,4748.0,4702.0,14605.0,289.49,3936.0,,2382.0,19805.0,,50980.0,,1347.0,,,,1515.0,1142.0,9890.0,3124.0,,,9848.0,6008.0,13855.0,,3646.0,2331.0,19065.0,,5117.0,7784.0,6535.0,7350.0,,14670.0
2013-04-26,4765.0,4937.0,14650.0,297.48,3954.0,,2391.0,19915.0,,51810.0,,1352.0,,,,1518.0,1145.0,9960.0,3173.0,,,9830.0,5996.0,13880.0,,3636.0,2343.0,19280.0,,5190.0,7810.0,6540.0,7340.0,,14770.0
2013-05-02,4756.0,4722.0,14445.0,290.64,4052.0,,2411.0,19860.0,,49590.0,,1326.0,,,,1471.0,1118.0,9770.0,3190.0,,,9770.0,5844.0,13700.0,,3546.0,2340.0,18785.0,,5167.0,7670.0,6480.0,7202.0,,14345.0
2013-05-03,4772.0,4812.0,14475.0,294.58,3997.0,,2419.0,19950.0,,50480.0,,1343.0,,,,1494.0,1129.0,9945.0,3205.0,,,9804.0,5888.0,13730.0,,3579.0,2328.0,19480.0,,5204.0,7790.0,6535.0,7236.0,,14430.0
2013-05-06,4787.0,4861.0,14565.0,295.13,4003.0,,2420.0,20060.0,,52680.0,,1359.0,,,,1521.0,1141.0,10090.0,3198.0,,,9862.0,5922.0,13845.0,,3625.0,2333.0,20090.0,,5235.0,7862.0,6585.0,7318.0,,14665.0
2013-05-07,4782.0,4759.0,14620.0,291.81,3988.0,,2427.0,20100.0,,52680.0,,1381.0,,,,1513.0,1138.0,10055.0,3187.0,,,9862.0,5932.0,13840.0,,3627.0,2345.0,20005.0,,5258.0,7798.0,6595.0,7388.0,,14620.0
2013-05-08,4789.0,4866.0,14635.0,289.25,4002.0,,2437.0,20105.0,,52680.0,,1392.0,,,,1519.0,1140.0,10080.0,3235.0,,,9876.0,5970.0,13880.0,,3646.0,2353.0,20190.0,,5254.0,7786.0,6610.0,7396.0,,14625.0
2013-05-09,4786.0,4928.0,14645.0,293.56,3988.0,,2433.0,20140.0,,52940.0,,1395.0,,,,1520.0,1143.0,10170.0,3239.0,,,9872.0,5968.0,13845.0,,3631.0,2354.0,20315.0,,5237.0,7860.0,6615.0,7374.0,,14610.0
2013-05-10,4790.0,4878.0,14650.0,290.39,3997.0,,2437.0,20290.0,,53000.0,,1406.0,,,,1524.0,1144.0,10180.0,3259.0,,,9888.0,6062.0,13825.0,,3616.0,2356.0,20590.0,,5252.0,7844.0,6610.0,7456.0,,14565.0
2013-05-13,4779.0,4870.0,14635.0,285.6,3987.0,,2435.0,20220.0,,53360.0,,1431.0,,,,1559.0,1172.0,10230.0,3254.0,,,9886.0,6132.0,13805.0,,3654.0,2348.0,20675.0,,5270.0,7854.0,6640.0,7504.0,,14575.0
2013-05-14,4778.0,4874.0,14605.0,287.28,3991.0,,2437.0,20160.0,,53100.0,,1433.0,,,,1569.0,1174.0,10145.0,3258.0,,,9886.0,6128.0,13800.0,,3639.0,2347.0,20360.0,,5259.0,7810.0,6625.0,7524.0,,14535.0
2013-05-15,4770.0,4760.0,14570.0,283.79,3988.0,,2437.0,20190.0,,52410.0,,1418.0,,,,1548.0,1164.0,10075.0,3255.0,,,9854.0,6014.0,13755.0,,3595.0,2374.0,20160.0,,5217.0,7782.0,6585.0,7406.0,,14445.0
2013-05-16,4781.0,4657.0,14520.0,278.58,3988.0,,2441.0,20135.0,,52060.0,,1426.0,,,,1515.0,1144.0,10005.0,3248.0,,,9866.0,6020.0,13740.0,,3555.0,2370.0,19930.0,,5206.0,7736.0,6535.0,7384.0,,14365.0
2013-05-17,4795.0,4659.0,14545.0,277.14,4004.0,,2447.0,20145.0,,52680.0,,1446.0,,,,1532.0,1154.0,10100.0,3282.0,,,9902.0,6074.0,13650.0,,3578.0,2383.0,20265.0,,5192.0,7780.0,6550.0,7466.0,,14400.0
2013-05-20,4818.0,4447.0,14545.0,269.64,4027.0,,2438.0,20235.0,,52640.0,,1450.0,,,,1560.0,1166.0,10185.0,3308.0,,,9904.0,6054.0,13780.0,,3619.0,2398.0,20530.0,,5183.0,7812.0,6590.0,7482.0,,14360.0
2013-05-21,4818.0,4632.0,14585.0,278.77,4034.0,,2426.0,20190.0,,53230.0,,1450.0,,,,1558.0,1160.0,10275.0,3320.0,,,9908.0,6030.0,13830.0,,3595.0,2397.0,20490.0,,5163.0,7846.0,6585.0,7444.0,,14450.0
2013-05-22,4820.0,4631.0,14630.0,277.19,4061.0,,2429.0,20170.0,,53480.0,,1459.0,,,,1567.0,1167.0,10385.0,3318.0,,,9924.0,6102.0,13860.0,,3593.0,2399.0,20415.0,,5168.0,7888.0,6620.0,7522.0,,14490.0
2013-05-23,4823.0,4548.0,14625.0,274.47,4065.0,,2433.0,20140.0,,52640.0,,1438.0,,,,1552.0,1156.0,10260.0,3345.0,,,9912.0,6070.0,13785.0,,3567.0,2402.0,19770.0,,5121.0,7800.0,6580.0,7500.0,,14470.0
2013-05-24,4801.0,4602.0,14630.0,278.81,4075.0,,2432.0,20140.0,,52750.0,,1430.0,,,,1554.0,1151.0,10270.0,3330.0,,,9918.0,6140.0,13800.0,,3570.0,2374.0,19445.0,,5112.0,7868.0,6575.0,7538.0,,14550.0
2013-05-27,4797.0,4619.0,14620.0,278.7,4073.0,,2437.0,20150.0,,52440.0,,1429.0,,,,1526.0,1134.0,10255.0,3316.0,,,9902.0,6112.0,13795.0,,3515.0,2386.0,19220.0,,5081.0,7822.0,6560.0,7502.0,,14535.0
2013-05-28,4801.0,4621.0,14600.0,278.48,4066.0,,2440.0,20185.0,,52300.0,,1426.0,,,,1512.0,1124.0,10235.0,3320.0,,,9904.0,6160.0,13790.0,,3491.0,2394.0,19150.0,,5124.0,7842.0,6545.0,7500.0,,14545.0
2013-05-29,4819.0,4575.0,14635.0,277.75,4079.0,,2445.0,20165.0,,52620.0,,1438.0,,,,1510.0,1121.0,10340.0,3396.0,,,9926.0,6204.0,13815.0,,3474.0,2421.0,19200.0,,5102.0,7898.0,6570.0,7560.0,,14575.0
2013-05-30,4800.0,4615.0,14665.0,280.59,4072.0,,2445.0,20090.0,,52220.0,,1401.0,,,,1488.0,1107.0,10220.0,3390.0,,,9858.0,6150.0,13925.0,,3439.0,2409.0,18760.0,,5067.0,7818.0,6555.0,7472.0,,14645.0
2013-05-31,4805.0,4668.0,14770.0,283.75,4075.0,,2446.0,20095.0,,52760.0,,1400.0,,,,1484.0,1102.0,10320.0,3417.0,,,9854.0,6152.0,14025.0,,3431.0,2226.0,18930.0,,5089.0,7872.0,6585.0,7500.0,,14775.0
2013-06-03,4825.0,4599.0,14860.0,279.45,4098.0,,2448.0,20105.0,,52970.0,,1389.0,,,,1474.0,1093.0,10280.0,3506.0,,,9680.0,6186.0,14045.0,,3459.0,2266.0,18900.0,,5075.0,7920.0,6590.0,7530.0,,14855.0
2013-06-04,4827.0,4639.0,14840.0,282.19,4125.0,,2438.0,20215.0,,53060.0,,1412.0,,,,1487.0,1096.0,10385.0,3251.0,,,9430.0,6122.0,14090.0,,3473.0,2266.0,19110.0,,5075.0,7944.0,6610.0,7428.0,,14850.0
2013-06-05,4836.0,4618.0,14895.0,280.6,4149.0,,2435.0,20210.0,,53430.0,,1443.0,,,,1491.0,1100.0,10475.0,3261.0,,,9154.0,6086.0,14160.0,,3477.0,2311.0,18990.0,,5116.0,7958.0,6630.0,7412.0,,14875.0
2013-06-06,4819.0,4595.0,14920.0,279.59,4151.0,,2430.0,20200.0,,53250.0,,1435.0,,,,1457.0,1067.0,10505.0,3226.0,,,9018.0,6144.0,14100.0,,3434.0,2290.0,18530.0,,5101.0,7982.0,6625.0,7402.0,,14840.0
2013-06-07,4808.0,4645.0,14940.0,282.4,4162.0,,2425.0,20240.0,,52930.0,,1424.0,,,,1434.0,1043.0,10625.0,3232.0,,,8720.0,6294.0,14060.0,,3409.0,2263.0,18310.0,,5126.0,7978.0,6630.0,7438.0,,14830.0
2013-06-13,4685.0,4490.0,14725.0,278.25,4214.0,,2424.0,20340.0,,51670.0,,1436.0,,,,1432.0,1033.0,10615.0,3218.0,,,8710.0,6294.0,13920.0,,3423.0,2242.0,17765.0,,5082.0,7940.0,6620.0,7444.0,,14580.0
2013-06-14,4679.0,4468.0,14695.0,277.26,4166.0,,2423.0,20095.0,,51490.0,,1437.0,,,,1436.0,1031.0,10655.0,3211.0,,,8688.0,6212.0,13910.0,,3411.0,2250.0,17910.0,,5093.0,7976.0,6650.0,7380.0,,14510.0
