,A,AG,AL,AU,B,BU,C,CF,CS,CU,CY,FG,FU,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,RB,RM,RU,SN,SR,TA,V,Y,ZC,ZN
2014-09-03,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-04,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-05,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-09,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-10,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-11,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-12,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-15,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-16,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-17,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1410,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-18,A1501,AG1412,AL1411,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-19,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-22,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-23,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1411
2014-09-24,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1411,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-09-25,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-09-26,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-09-29,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-09-30,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-08,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-09,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-10,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-13,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1501,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-14,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-15,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-16,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-17,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1412,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-20,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1411,PP1501,RB1501,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-21,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-22,A1501,AG1412,AL1412,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1501,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-23,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-24,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-27,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-28,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-29,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1412
2014-10-30,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1412,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1501
2014-10-31,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1501,,ZN1501
2014-11-03,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1505,,ZN1501
2014-11-04,A1501,AG1412,AL1501,AU1412,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1505,,ZN1501
2014-11-05,A1501,AG1412,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1501,Y1505,,ZN1501
2014-11-06,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1505,Y1505,,ZN1501
2014-11-07,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1501,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1505,Y1505,,ZN1501
2014-11-10,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1505,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1505,Y1505,,ZN1501
2014-11-11,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1505,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1501,TA1501,V1505,Y1505,,ZN1501
2014-11-12,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1505,PB1501,PP1501,RB1505,RM1501,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-13,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-14,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1501,,CU1501,,FG1501,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1501,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-17,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-18,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1501,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-19,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-20,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1501,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-21,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1505,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-24,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1501,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1501,RB1505,RM1505,RU1505,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-25,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1505,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1501,V1505,Y1505,,ZN1501
2014-11-26,A1501,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1501,,FG1506,,HC1501,I1505,J1505,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1501
2014-11-27,A1505,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1501
2014-11-28,A1505,AG1506,AL1501,AU1506,B1505,BU1412,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1501,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1501
2014-12-01,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-02,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-03,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-04,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-05,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-08,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-09,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-10,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-11,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-12,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1501,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-15,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-16,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-17,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-18,A1505,AG1506,AL1502,AU1506,B1505,BU1506,C1505,CF1505,,CU1502,,FG1506,,HC1501,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-19,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1503,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-22,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-23,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-24,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-25,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1502
2014-12-26,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2014-12-29,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2014-12-30,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2014-12-31,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-05,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1502,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-06,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-07,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-08,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-09,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-12,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-13,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-14,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-15,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-16,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-19,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
2015-01-20,A1505,AG1506,AL1503,AU1506,B1505,BU1506,C1505,CF1505,CS1505,CU1503,,FG1506,,HC1505,I1505,J1505,JM1505,L1505,M1505,MA1506,,OI1505,P1505,PB1503,PP1505,RB1505,RM1505,RU1505,,SR1505,TA1505,V1505,Y1505,,ZN1503
