,A,AG,AL,AU,B,BU,C,CF,CS,CU,CY,FG,FU,HC,I,J,JM,L,M,MA,NI,OI,P,PB,PP,RB,RM,RU,SN,SR,TA,V,Y,ZC,ZN
2013-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,0.0099344747410695,0.0323842302878598,0.0036030134294136,0.0079163466650912,0.0025712449110777,,0.0028629856850715,0.012743823146944,,0.0070422535211267,,0.0290657439446366,,,,0.0247797356828193,,0.0274473924977127,0.0229568411386593,,,0.0293462861768872,0.012636415852958,0.0056031641397495,,0.0142357642357642,0.0391038696537678,0.0191754554170661,,0.0208517405902102,0.019111213446926,0.0096942580164056,0.0103591160220994,,0.0110533159947984
2013-01-08,0.0099177041569951,0.0095746350651389,0.0036089238845144,0.0069533176834161,0.006861063464837,,0.006514657980456,0.0052015604681404,,0.0065180102915951,,0.0295126973232669,,,,0.0267321331151118,,0.0218503021850302,0.0127620783956244,,,0.0103532277710109,0.0233781414377556,0.0069444444444444,,0.012718204488778,0.0241935483870967,0.0206264323911382,,0.0098176718092566,0.0103806228373702,0.0059835452505609,0.0106235565819861,,0.0087633885102239
2013-01-09,0.0042220814861726,0.0102659822678488,0.0016398819285011,0.0089001532476719,0.0032223415682062,,0.0098199672667757,0.0088265835929387,,0.0034281796366129,,0.016260162601626,,,,0.0193050193050193,,0.0125991600559962,0.0168092909535452,,,0.0042475728155339,0.0088183421516754,0.0019834710743801,,0.009504752376188,0.0169491525423728,0.0132513923564432,,0.0115105365680892,0.0146955913226032,0.0104477611940298,0.0083720930232558,,0.0045410314628608
2013-01-10,0.0033684210526315,0.0077821011673151,0.0019646365422396,0.0060233849061061,0.0060344827586206,,0.0032719836400817,0.0041526083571243,,0.0105478053759782,,0.0184552289815447,,,,0.0127142067440574,,0.007918025151374,0.0113219094247246,,,0.015634395670475,0.0225988700564971,0.0052631578947368,,0.0119402985074626,0.0121852152721364,0.0093493608090059,,0.0056547093125993,0.0065374737333644,0.0104399701715137,0.0128474655454333,,0.0083735909822866
2013-01-11,0.0100946372239747,0.0139125057968774,0.0036065573770491,0.0094320278859954,0.0059982862039417,,0.0036915504511894,0.0036231884057971,,0.0099247091033538,,0.0250173731758165,,,,0.0323312535450935,,0.02081362346263,0.0101289134438305,,,0.0102615694164989,0.016867469879518,0.0055957867017774,,0.0280254777070063,0.0251096054204862,0.0330610657331777,,0.0161088240558439,0.0229803364131722,0.0127915726109857,0.0127238454288407,,0.0100291167906826
2013-01-14,0.011860174781523,0.0123475845037814,0.0026255333114538,0.0069634200088144,0.002791496671677,,0.0065735414954806,0.0056759545923632,,0.0076896787423103,,0.0426098535286285,,,,0.0536692223439211,,0.0154929577464788,0.0318357631657244,,,0.0146029205841168,0.0134368468199462,0.0109199205823957,,0.0327172827172827,0.0165289256198347,0.0185758513931888,,0.008067407673001,0.0159512080694346,0.0104947526236881,0.0098475967174677,,0.0106761565836298
2013-01-15,0.0112546894539391,0.0171122994652406,0.0069398545935228,0.0055441478439426,0.0027843221246519,,0.0041084634346754,0.0090229440577468,,0.0143847487001733,,0.0247160988643954,,,,0.0182522123893805,,0.0169093471113198,0.0124703087885985,,,0.0084067253803042,0.0130835563484983,0.0100200400801603,,0.0108121699773698,0.0300546448087431,0.021193092621664,,0.0129940443963183,0.0205348615090735,0.0082893745290128,0.014661391668606,,0.0191103789126853
2013-01-16,0.0045709536671514,0.0128807395059857,0.0046189376443418,0.0078602620087337,0.0030075187969924,,0.002053388090349,0.0081883316274309,,0.0077666551605108,,0.0393333333333333,,,,0.0263010632344711,,0.0141043723554301,0.0152716593245227,,,0.0064102564102564,0.0109208972845336,0.0046604527296937,,0.0205897305541433,0.0201082753286929,0.0152971170817807,,0.0081110310021629,0.011677788369876,0.0067975830815709,0.0094885443184448,,0.0085162135604323
2013-01-17,0.0100187852222917,0.0086626139817629,0.0023094688221709,0.0053140237671172,0.0047362755651237,,0.0069930069930069,0.0046035805626598,,0.0062348458607551,,0.0139442231075697,,,,0.0258525852585258,,0.0056338028169014,0.0174504584442472,,,0.0064179703168872,0.017580452920143,0.0089403973509933,,0.0124176381145463,0.0175029171528588,0.0103576314246628,,0.0076197387518142,0.0057061340941512,0.0052870090634441,0.0090403337969401,,0.0049132001310186
2013-01-18,0.0066445182724252,0.0127570163589974,0.0026333113890717,0.0058092250493784,0.0051668460710441,,0.0028759244042728,0.0056122448979591,,0.0130181569030489,,0.0213903743315508,,,,0.0262734584450402,,0.0125231910946196,0.0085900473933649,,,0.0052052052052052,0.0145271271864808,0.0062541145490454,,0.0144927536231884,0.0182666148464827,0.0159861325115562,,0.0047041794825402,0.019626168224299,0.0104790419161676,0.0106015210878082,,0.0107003891050583
2013-01-21,0.0089082245701263,0.007367313185987,0.0062664907651715,0.002034528861245,0.0051824659900669,,0.0045323444581788,0.0074454428754813,,0.0039525691699604,,0.0219853431045969,,,,0.0219957081545064,,0.007469654528478,0.0115112160566706,,,0.0047904191616766,0.0077014218009478,0.0085865257595772,,0.012358133669609,0.0108822386319471,0.0108674558509606,,0.0141051474629052,0.008936970837253,0.0059970014992503,0.0061969244893275,,0.0074845427920598
2013-01-22,0.004954582989265,0.0082163131162234,0.0023064250411861,0.0044573082489146,0.0008644910309055,,0.0024732069249793,0.0041015124327095,,0.0100528199011756,,0.0221476510067114,,,,0.0197755211117049,,0.00557880055788,0.013426736719206,,,0.0039920159680638,0.0108536227632736,0.0105228543242354,,0.0110358665663406,0.008490930142802,0.0162772883952508,,0.0106285504856148,0.0177725118483412,0.0044943820224719,0.0045714285714285,,0.0087181143041653
2013-01-23,0.0037228541882109,0.0055339515405324,0.0026393929396238,0.0031321597401467,0.0,,0.0024721878862793,0.0152129817444219,,0.0056323604710701,,0.0155300472653612,,,,0.0143540669856459,,0.0055710306406685,0.0061188811188811,,,0.004194966040751,0.007617931438617,0.0065573770491803,,0.0185048112509252,0.0120341614906832,0.0095840521372436,,0.0118562430529825,0.0063859981078524,0.0052395209580838,0.0067811934900542,,0.005467996140238
2013-01-24,0.0064328698900186,0.0148439866707058,0.0026446280991735,0.0107979984198051,0.0080103918597098,,0.0049648324369052,0.0073287844326509,,0.004963203833647,,0.0211315610088616,,,,0.0187667560321715,,0.0126168224299065,0.0235259082787373,,,0.0145601617795753,0.0208333333333333,0.0055847568988173,,0.0171130952380952,0.0361010830324909,0.0234009360374415,,0.0069917203311867,0.0179076343072573,0.0120030007501875,0.0202578268876611,,0.0080801551389786
2013-01-25,0.0072433774834437,0.0103453521983873,0.0013223140495867,0.0094972067039106,0.0032580364900086,,0.0024803637866887,0.0093105183694011,,0.0056275579809004,,0.0088495575221238,,,,0.0112179487179487,,0.0074487895716946,0.0109370381318356,,,0.0072463768115942,0.0068411659726353,0.0185788787483702,,0.0130029440628066,0.0099840255591054,0.0097789947193428,,0.0068366592756836,0.0098337625848747,0.0067264573991031,0.0077838827838827,,0.0111928365845858
2013-01-28,0.0057720057720057,0.013224665538982,0.0043117744610281,0.0068543740951932,0.0,,0.0037128712871287,0.0057861635220125,,0.0056294779938587,,0.0187793427230046,,,,0.0096308186195826,,0.0142397795130914,0.0154564012831729,,,0.004430124848973,0.0095181439619274,0.0062315513283043,,0.0058997050147492,0.0154700515668385,0.0119163899199062,,0.0172672672672672,0.0136795733827961,0.0052160953800298,0.010519094443174,,0.0057803468208092
2013-01-29,0.0039199504848359,0.0079803560466543,0.0019893899204244,0.0040994484914619,0.0,,0.0024772914946325,0.0296786853078243,,0.0090059473237043,,0.0067204301075268,,,,0.0159066808059384,,0.010919017288444,0.0052646972799064,,,0.004225352112676,0.0071620411817367,0.0039267015706806,,0.0078643401327107,0.0079522862823061,0.0183009054132151,,0.0054307116104868,0.0071726052753354,0.0052160953800298,0.0099032703823122,,0.00544
2013-01-30,0.0080213903743315,0.0052003670847353,0.0033090668431502,0.0027393225331369,0.0101599654128837,,0.0049504950495049,0.0054027504911591,,0.0091123860951738,,0.0082330588980367,,,,0.013262599469496,,0.0077132486388384,0.0221010332950631,,,0.0050070098137392,0.0088809946714031,0.0071661237785016,,0.0150704910063198,0.0090873172659028,0.0112681436210847,,0.0160089352196574,0.0066851083448593,0.0088954781319495,0.0096175864437829,,0.0169544740973312
2013-01-31,0.0090628218331616,0.0196519651965196,0.0029693170570768,0.0074128332845003,0.0099244875943905,,0.002062706270627,0.008138101109741,,0.0080415479979896,,0.0151419558359621,,,,0.0126182965299684,,0.0081337550835969,0.0136830102622576,,,0.0058046437149719,0.0128730251609128,0.0064808813998703,,0.0072692028107584,0.0067008277493102,0.0116035761841354,,0.0128794848206071,0.0113216266173752,0.0051967334818114,0.0117913832199546,,0.0151702786377708
2013-02-01,0.0053431976983148,0.0207443563148261,0.005299768135144,0.0099211621932855,0.001937984496124,,0.0016494845360824,0.0208643815201192,,0.0063694267515923,,0.0100376411543287,,,,0.0089285714285714,,0.0098743267504488,0.015052541891508,,,0.0056134723336006,0.0075757575757575,0.0087947882736156,,0.0141554702495201,0.0234034113447044,0.0166257320989986,,0.0078624977143902,0.0098782448885825,0.0052044609665427,0.0072300045187528,,0.0130881894671237
2013-02-04,0.0057839289403015,0.0116543060390494,0.0033090668431502,0.0060855504924297,0.004750593824228,,0.0024752475247524,0.0079207920792079,,0.0101751459549624,,0.0337009803921568,,,,0.0140625,,0.0352112676056338,0.008564087924636,,,0.0045954045954045,0.0078786110300554,0.0071405387861084,,0.0158730158730158,0.0222569308863725,0.0186706497386109,,0.007695126419934,0.0201175406871609,0.0118430792005921,0.0101169064748201,,0.0129870129870129
2013-02-05,0.0039313056072832,0.0063463281958295,0.009165302782324,0.0052654673102238,0.0063016079965232,,0.0083056478405315,0.0126394052044609,,0.0056903765690376,,0.0134556574923547,,,,0.0104602510460251,,0.0105680317040951,0.0096810933940774,,,0.0062274005624748,0.0067349926793557,0.0061488673139158,,0.02487922705314,0.0247486465583913,0.0169712793733681,,0.0079218865143699,0.0093287827076222,0.0044576523031203,0.0099750623441396,,0.0131373162339693
2013-02-06,0.002688728024819,0.0056086099742307,0.0042678923177938,0.0051051844027814,0.0,,0.0029045643153526,0.0127372627372627,,0.0075200534759358,,0.0171884591774094,,,,0.0115303983228511,,0.0149977944419938,0.0087768969422423,,,0.0038221685777509,0.0079295154185022,0.0068181818181818,,0.0138719883183256,0.0124079100426521,0.0165072219095854,,0.0091844232182218,0.0070438536696205,0.0097232610321615,0.0081725312145289,,0.0115914786967418
2013-02-07,0.0051910299003322,0.0053014238109663,0.004603748766853,0.0046235331987242,0.0,,0.0020772746157041,0.0136570561456752,,0.0063651591289782,,0.0166358595194085,,,,0.0274779195289499,,0.0109986801583809,0.0082409775504404,,,0.0046305617072679,0.008860011813349,0.0091234929944607,,0.0118816682832201,0.0089598753408648,0.0149197355996222,,0.0195676481550503,0.0168804861580013,0.0060105184072126,0.0104974897307165,,0.0082070707070707
2013-02-08,0.0080778790389395,0.0146520146520146,0.0039370078740157,0.0057169661966051,0.0103806228373702,,0.0053964300539643,0.0065989847715736,,0.007203886748199,,0.0104039167686658,,,,0.0118635689569945,,0.0112214069917997,0.0151984238671545,,,0.005050505050505,0.0109857482185273,0.0058479532163742,,0.0058153622486067,0.0135344160866202,0.0137012369172216,,0.006339735222823,0.0065095398428731,0.0067771084337349,0.0087215974294239,,0.0110270951480781
2013-02-18,0.0154746967795901,0.0492822966507177,0.010898282694848,0.035844250363901,0.03770197486535,,0.0075282308657465,0.0118626956082786,,0.0146010186757215,,0.0230242688238954,,,,0.0279046169457128,,0.0243040212107821,0.0326367019753793,,,0.0054777845404747,0.0113378684807256,0.007501630789302,,0.0234047795023404,0.0210198520825223,0.0164378263391993,,0.0116148370176095,0.0113045444268595,0.0060150375939849,0.0104094378903539,,0.0092063492063492
2013-02-19,0.0035542546518921,0.0044621513944223,0.0053015241882041,0.0018803263276013,0.019400352733686,,0.0040849673202614,0.0157264103844233,,0.0068050357264375,,0.0117719950433705,,,,0.0151898734177215,,0.0102358700489541,0.0081644995464166,,,0.0105029287012724,0.0103961787018825,0.0052321778940483,,0.0107501194457716,0.0326643053915781,0.0114986584898428,,0.0072666294019005,0.0102063960081651,0.006766917293233,0.008955223880597,,0.0060183718720304
2013-02-20,0.0078920041536863,0.0130497825036249,0.0059681697612732,0.0039213302124814,0.0043956043956043,,0.0032719836400817,0.0120240480961923,,0.0052846914422093,,0.0130434782608695,,,,0.022051282051282,,0.0119574844995571,0.0167464114832535,,,0.0103553299492385,0.0084222346996069,0.0026186579378068,,0.0122272836250299,0.008254716981132,0.0178260027126525,,0.0061590145576707,0.0109414178253932,0.0067516879219804,0.0068540095956134,,0.012206572769953
2013-02-21,0.0083437630371297,0.0425567423230974,0.0126962913464751,0.0341914973195363,0.0022026431718061,,0.006538618716796,0.0148877113298006,,0.02499132245748,,0.0385109114249037,,,,0.0344827586206896,,0.0376758965047662,0.0149209191286183,,,0.0091593730917972,0.0227790432801822,0.0169547872340425,,0.0298653610771113,0.0259488768396591,0.0422563284831572,,0.0148175588071865,0.0147840147840147,0.0106060606060606,0.0164542294322132,,0.028772378516624
2013-02-22,0.0265596046942557,0.0105855110817069,0.0036764705882352,0.012086827824371,0.018063112078346,,0.0040849673202614,0.011058054787635,,0.0071155848663658,,0.0193174500965872,,,,0.0255712731229597,,0.0090744101633393,0.0324449594438006,,,0.0052877770998576,0.0158505519388621,0.0056235527621567,,0.0141228939544103,0.0283825816485225,0.0111843419213101,,0.0179191808374474,0.0137850467289719,0.003785011355034,0.0172374166858193,,0.0095541401273885
2013-02-25,0.0183447988326037,0.0122435473196558,0.0090970350404312,0.0062029379089001,0.0402551693796744,,0.00410004100041,0.0095959595959595,,0.0099511173184357,,0.0262989095574085,,,,0.0163132137030995,,0.0204081632653061,0.0476190476190476,,,0.0171169313260466,0.043952802359882,0.0345963756177924,,0.0126992031872509,0.0303635637235317,0.0212981744421906,,0.013041880969875,0.0187134502923976,0.0083650190114068,0.0394205651864165,,0.0128617363344051
2013-02-26,0.0204684532601814,0.0119106699751861,0.0064145847400405,0.007425895113083,0.0015418502202643,,0.0049321824907521,0.0076238881829733,,0.0078795307301698,,0.0201822916666666,,,,0.0237437879624516,,0.0175195942830797,0.029243292131444,,,0.0072553897180762,0.0193971948672038,0.0156980627922511,,0.0194641051567239,0.0224179343474779,0.0227696129165804,,0.0186811133943583,0.0234618146995451,0.0045801526717557,0.0170837343599615,,0.0112612612612612
